timestamp_utc,run_id,elapsed_s,num_requests_running,num_requests_waiting,num_preemptions_total,prompt_tokens_total,generation_tokens_total,request_success_total,time_to_first_token_seconds_count,time_to_first_token_seconds_sum,inter_token_latency_seconds_count,inter_token_latency_seconds_sum,e2e_request_latency_seconds_count,e2e_request_latency_seconds_sum,request_queue_time_seconds_count,request_queue_time_seconds_sum
2026-07-15T10:59:44.893639+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,0.01241612434387207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:45.900604+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,1.01938796043396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:46.908087+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,2.026865243911743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:47.915701+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,3.0344789028167725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:48.923394+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,4.042170524597168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:49.930848+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,5.04962682723999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:50.937685+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,6.056463718414307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:51.945127+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,7.063906669616699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:52.952812+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,8.071589231491089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:53.959747+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,9.078525066375732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:54.967356+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,10.086132764816284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:55.974857+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,11.093634605407715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:56.981910+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,12.100688219070435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:57.989060+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,13.107837200164795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T10:59:58.996726+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,14.115503311157227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:00:00.004033+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,15.122820615768433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:00:01.011745+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,16.130524158477783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:00:02.018998+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,17.13777780532837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:00:03.025928+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,18.144708156585693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:00:04.032633+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,19.151411771774292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:00:05.040098+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,20.158876180648804,2.0,0.0,0.0,36.0,111.0,0.0,2.0,0.12138628959655762,109.0,1.3692673570003535,0.0,0.0,0.0,0.0
2026-07-15T11:00:06.048620+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,21.167402267456055,1.0,0.0,0.0,36.0,250.0,1.0,2.0,0.12138628959655762,248.0,3.113754271998914,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:07.056853+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,22.175629138946533,1.0,0.0,0.0,36.0,331.0,1.0,2.0,0.12138628959655762,329.0,4.132664741999179,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:08.064167+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,23.18294358253479,1.0,0.0,0.0,36.0,411.0,1.0,2.0,0.12138628959655762,409.0,5.138772648999293,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:09.071815+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,24.190592288970947,1.0,0.0,0.0,36.0,491.0,1.0,2.0,0.12138628959655762,489.0,6.145058487996721,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:10.078851+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,25.197628498077393,1.0,0.0,0.0,36.0,571.0,1.0,2.0,0.12138628959655762,569.0,7.15165336499922,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:11.086890+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,26.205667972564697,1.0,0.0,0.0,36.0,651.0,1.0,2.0,0.12138628959655762,649.0,8.161889764996886,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:12.095023+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,27.21380615234375,1.0,0.0,0.0,36.0,730.0,1.0,2.0,0.12138628959655762,728.0,9.162383761999081,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:13.102494+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,28.22127389907837,1.0,0.0,0.0,36.0,810.0,1.0,2.0,0.12138628959655762,808.0,10.175037597997289,1.0,1.4850413799285889,1.0,9.250998118659481e-06
2026-07-15T11:00:14.109782+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,29.22856116294861,0.0,0.0,0.0,36.0,884.0,2.0,2.0,0.12138628959655762,882.0,11.112070622999454,2.0,11.233118057250977,2.0,4.606099901138805e-05
2026-07-15T11:00:15.117515+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,30.236294984817505,0.0,0.0,0.0,36.0,884.0,2.0,2.0,0.12138628959655762,882.0,11.112070622999454,2.0,11.233118057250977,2.0,4.606099901138805e-05
2026-07-15T11:00:16.125694+00:00,qwen7b_gpu_a100_smoke_chatbot_sharegpt,31.244476079940796,0.0,0.0,0.0,36.0,884.0,2.0,2.0,0.12138628959655762,882.0,11.112070622999454,2.0,11.233118057250977,2.0,4.606099901138805e-05
